employee_id,emp_name,call_date,working_hours,work_efficiency,total_break_taken_minutes,calls_attended,active_with_customer_minutes,lunch_minutes,normal_break_minutes,feedback_score,training_minutes,meeting_minutes,unwanted_break_minutes,other_work_minutes
E110,Rahul,07-01-2024,8.01,91.49,20,97,363,38,5,3.94,52,54,16,31
E100,Ananya,23-02-2024,8.04,78.13,77,62,295,20,19,4.2,46,0,5,38
E107,Ananya,01-01-2024,7.09,76.07,25,93,357,21,5,3.06,35,25,9,72
E103,Rahul,13-02-2024,7.78,79.41,89,119,178,34,10,3.55,6,27,1,70
E105,Neha,14-02-2024,6.03,77.25,63,104,218,29,13,3.07,31,52,5,73
E107,Simran,16-02-2024,7.91,76.45,43,51,121,37,14,3.84,47,57,12,78
E103,Amit,13-01-2024,8.74,82.75,38,63,362,33,17,4.79,2,8,17,49
E102,Karan,22-01-2024,7.84,97.24,37,73,416,36,15,4.97,38,59,6,10
E108,Karan,21-01-2024,8.62,85.21,49,92,330,32,16,4.27,28,58,1,74
E102,Simran,26-03-2024,8.17,75.64,61,47,242,20,5,3.32,23,43,13,71
E108,Neha,09-01-2024,6.36,72.31,52,57,348,24,9,4.81,21,21,4,63
E101,Karan,26-01-2024,8.71,90.88,31,96,201,32,19,4.03,5,7,17,69
E101,Riya,09-01-2024,6.2,81.48,46,151,263,33,13,3.31,47,57,10,55
E101,Amit,15-01-2024,7.6,94.65,58,44,259,22,18,4.84,23,48,9,14
E105,Vikram,10-01-2024,6.43,89.79,28,65,148,34,13,4.51,39,41,10,31
E102,Karan,28-03-2024,6.04,93.89,40,69,389,38,5,4.46,22,26,1,62
E108,Rahul,11-02-2024,7.27,78.16,48,93,366,36,12,4.42,53,38,14,79
E103,Riya,12-03-2024,6.89,90.77,52,52,131,22,5,3.4,37,18,6,41
E100,Karan,24-01-2024,7.46,77.92,81,122,225,35,19,3.42,9,24,8,20
E103,Rohit,20-03-2024,7.73,98.17,34,68,151,33,12,4.38,15,37,4,19
E100,Riya,18-02-2024,6.13,89.09,21,42,193,31,5,3.44,10,20,6,48
E104,Pooja,26-01-2024,6.37,79.74,71,129,290,31,16,3.88,31,23,19,40
E103,Vikram,06-02-2024,7.68,78.09,63,143,188,30,9,4.56,44,23,1,21
E107,Arjun,08-03-2024,7.03,75.73,73,97,256,36,12,4.57,5,59,2,47
E107,Rahul,19-02-2024,8.19,90.84,37,115,219,27,10,3.91,23,59,1,76
E106,Rahul,24-01-2024,7.96,76.56,22,41,265,36,13,4.58,32,18,18,75
E102,Amit,19-01-2024,8.54,87.86,26,114,128,39,5,4.68,52,49,3,61
E100,Simran,29-02-2024,8.08,77.94,62,147,181,30,13,4.31,50,46,19,14
E100,Riya,08-02-2024,7.29,89.86,57,67,304,21,5,3.46,11,1,6,20
E111,Neha,14-03-2024,8.02,94.45,56,121,148,29,14,3.55,55,13,6,34
E110,Rahul,29-03-2024,6.83,93.34,77,116,233,29,14,3.63,26,52,16,44
E102,Riya,18-01-2024,6.92,92.83,52,140,262,30,7,3.23,37,31,18,44
E105,Riya,19-01-2024,8.37,75.63,78,125,239,25,5,3.55,17,41,15,31
E106,Rohit,05-02-2024,7.34,72.65,30,115,289,23,7,3.42,44,31,2,46
E105,Sneha,14-03-2024,8.4,90.97,87,41,276,31,16,3.91,38,27,14,64
E105,Sneha,24-02-2024,8.47,81.05,87,140,379,30,15,4.82,54,47,13,73
E105,Arjun,09-03-2024,8.57,82.97,41,46,201,32,17,3.21,12,38,14,29
E102,Pooja,16-02-2024,8.75,70.93,85,65,361,24,6,4.44,52,39,13,13
E105,Arjun,18-02-2024,7.29,77.79,63,129,291,25,6,4.37,39,41,6,27
E107,Karan,02-02-2024,6.96,71.01,25,127,350,20,13,3.19,29,46,2,60
E110,Neha,21-01-2024,7.75,96.38,61,115,327,25,12,4.85,52,39,16,77
E110,Karan,21-03-2024,7.11,77.3,44,55,194,37,5,4.14,48,12,9,29
E101,Ananya,22-01-2024,7.8,86.72,76,62,389,28,16,3.73,40,11,14,18
E104,Karan,17-02-2024,8.12,71.17,74,79,233,34,18,4.51,51,7,5,35
E100,Amit,06-02-2024,8.07,90.01,35,99,181,27,8,3.51,12,14,16,34
E111,Karan,15-01-2024,7.12,79.69,33,112,221,38,17,4.39,33,25,16,77
E100,Arjun,04-02-2024,6.5,96.94,58,71,329,35,5,3.08,35,11,13,50
E104,Rahul,11-03-2024,7.29,96.64,47,54,374,25,5,4.68,29,42,17,68
E111,Rahul,01-02-2024,6.43,79.76,70,140,139,25,16,3.9,24,50,4,54
E102,Sneha,11-01-2024,8.67,97.03,68,52,177,22,16,4.27,1,45,7,50
E103,Simran,10-01-2024,7.04,99.88,28,44,231,29,8,3.44,35,26,6,47
E102,Neha,13-03-2024,6.46,94.76,77,114,315,20,6,4.35,17,17,3,28
E100,Neha,18-03-2024,6.08,95.35,64,113,211,33,7,4.54,4,44,17,23
E100,Amit,17-03-2024,7.94,77.47,41,91,171,23,15,3.95,18,35,4,30
E111,Arjun,26-02-2024,7.91,87.3,51,116,412,31,13,4.24,41,48,15,24
E111,Sneha,25-01-2024,7.02,72.02,88,80,127,25,6,3.91,17,50,13,12
E104,Rohit,02-01-2024,6.22,72.85,88,92,419,30,8,4.79,56,26,18,46
E105,Ananya,04-03-2024,7.23,99.97,61,149,217,31,5,4,31,8,13,55
E102,Neha,04-02-2024,6.93,79.8,72,89,355,29,6,4.68,20,54,8,25
E111,Rahul,07-01-2024,8.03,92.45,78,54,188,37,9,4.6,9,38,5,23
E108,Karan,25-03-2024,7.82,94.2,58,145,164,26,18,3.82,36,0,16,18
E104,Karan,18-01-2024,7.09,95.74,34,159,256,26,14,3.46,48,6,18,16
E107,Simran,07-03-2024,6.65,99.93,48,46,353,30,19,3.81,21,25,11,23
E100,Sneha,11-02-2024,8.96,77.24,22,79,151,23,5,4.65,12,6,3,15
E104,Arjun,08-02-2024,7.36,71.21,29,67,408,39,15,3.46,54,51,15,24
E102,Arjun,10-02-2024,8.06,82.34,48,71,245,20,11,4.05,16,6,10,61
E111,Pooja,15-03-2024,6.42,73.9,54,138,186,32,8,4.61,8,7,3,43
E100,Vikram,24-01-2024,7.46,70.67,25,54,149,37,10,3.71,23,15,16,10
E103,Neha,29-02-2024,6.08,80.81,31,151,233,28,12,4.28,43,2,7,78
E104,Arjun,15-02-2024,7.52,93.51,57,139,323,28,17,3.49,13,44,13,29
E106,Simran,19-01-2024,8.89,86.99,38,124,148,28,10,3.22,45,9,1,16
E100,Rahul,08-03-2024,7.15,79.38,86,109,250,29,18,4.59,7,49,10,16
E102,Sneha,30-03-2024,6.12,89.63,27,104,304,21,6,3.2,54,6,10,59
E101,Ananya,11-02-2024,6.09,76.96,27,43,372,25,5,3.54,36,20,5,11
E108,Pooja,01-02-2024,7.16,70.43,66,50,405,34,12,4.71,18,52,13,56
E109,Simran,08-02-2024,6.48,92.93,23,147,181,22,12,3.69,27,36,9,23
E105,Riya,05-02-2024,6.07,88.71,70,65,122,30,13,4.95,45,30,7,40
E109,Amit,05-02-2024,8.27,92.87,86,100,187,25,10,4.96,40,22,6,59
E102,Ananya,03-01-2024,7.38,71.17,64,76,144,22,16,3.54,29,56,7,70
E107,Riya,13-03-2024,6.87,95.11,27,62,298,30,5,3.08,6,26,7,50
E107,Rohit,08-01-2024,8.7,88.59,35,132,260,34,18,4.41,58,55,1,23
E101,Karan,10-03-2024,6.35,86.9,86,124,350,32,13,3.9,57,21,15,14
E105,Amit,10-02-2024,8.87,88.74,28,151,419,39,16,3.2,25,38,8,14
E106,Neha,08-03-2024,6.94,95.93,79,148,282,29,17,4.42,39,56,12,73
E101,Rahul,13-01-2024,8.67,87.61,34,148,249,25,19,3.06,45,26,11,38
E110,Amit,18-02-2024,7.81,87.43,60,152,365,34,18,4.74,53,53,16,14
E109,Vikram,29-02-2024,8.48,99.72,41,130,416,37,7,3.28,59,48,1,45
E101,Riya,02-01-2024,8.95,92.7,43,142,291,37,15,3.25,45,3,12,28
E109,Neha,29-02-2024,6.87,83.27,63,79,183,26,10,3.35,10,23,0,73
E100,Vikram,05-01-2024,8.88,91.22,20,116,150,34,14,4.92,13,22,18,31
E107,Karan,13-02-2024,7.17,81.68,29,62,166,37,17,4.39,20,47,10,43
E100,Vikram,27-01-2024,7.16,76.87,75,55,249,37,14,4.6,7,18,4,65
E108,Pooja,01-02-2024,7.02,87.91,69,133,229,39,19,3.8,2,41,0,26
E110,Pooja,21-01-2024,7.62,97.85,31,100,188,28,15,3.67,27,2,19,65
E105,Rohit,08-01-2024,6.46,97.87,79,107,177,21,16,3.47,28,26,12,26
E106,Sneha,12-03-2024,7.66,80.26,45,143,225,27,18,3.96,22,2,7,27
E109,Ananya,19-02-2024,7.63,85.83,60,119,419,39,19,4.1,17,27,5,54
E106,Ananya,07-03-2024,8.29,76.35,55,70,375,21,13,4.26,34,16,16,65
E109,Neha,13-02-2024,8.5,99.87,42,92,290,30,15,3.51,12,30,11,59
E102,Karan,27-02-2024,7.32,99.43,62,145,281,26,17,4.9,11,9,0,67
E101,Arjun,03-01-2024,6.91,89.49,25,64,405,25,7,3.34,46,48,2,27
E108,Rohit,26-03-2024,6.78,94.13,88,83,190,29,9,4.93,49,21,13,16
E107,Pooja,10-03-2024,6.58,91.45,62,51,374,24,17,3.03,4,29,7,19
E111,Neha,02-01-2024,6.17,87.79,44,129,174,30,18,3.96,38,48,10,78
E109,Arjun,27-03-2024,7.03,71.6,37,140,122,20,9,3.67,10,20,13,12
E106,Ananya,13-02-2024,6.81,83.64,81,151,145,21,14,3.9,57,35,7,53
E108,Sneha,02-01-2024,8.9,90.24,32,136,245,20,11,4.14,58,52,2,79
E103,Vikram,21-03-2024,7.67,90.33,62,131,172,38,8,3.87,10,22,6,23
E103,Pooja,04-02-2024,7.04,81.19,47,48,317,21,15,3.83,58,37,18,13
E100,Neha,27-03-2024,7.74,98.25,37,51,418,39,8,4.47,46,11,3,27
E107,Amit,30-01-2024,6.42,75.02,78,108,307,23,11,4.37,41,24,15,61
E111,Arjun,08-01-2024,7.33,85.01,79,93,305,31,13,4.67,46,53,12,47
E102,Vikram,22-01-2024,7.88,90.73,82,155,417,39,19,3.5,30,56,19,29
E106,Pooja,13-02-2024,7.47,90.91,76,93,323,37,15,4.22,30,19,18,53
E111,Ananya,27-02-2024,7.21,89.46,70,67,130,20,8,4.17,12,48,4,60
E101,Simran,05-02-2024,8.98,78.26,75,95,265,20,8,3.74,13,48,4,28
E101,Karan,09-03-2024,8.64,74.69,46,138,204,33,10,3.97,48,41,19,77
E106,Arjun,17-03-2024,7.87,89.08,51,108,219,23,10,3.63,44,6,3,75
E105,Ananya,31-01-2024,7.71,87.98,28,137,223,24,11,3.28,41,28,1,22
E102,Pooja,16-02-2024,7.86,75.38,87,149,165,30,19,3.43,24,47,12,71
E108,Arjun,24-02-2024,6.6,91.15,65,137,163,32,5,3.21,32,28,15,70
E109,Rohit,20-03-2024,7.19,83.66,86,116,397,35,17,4.37,32,12,1,39
E105,Vikram,02-03-2024,6.12,90.03,45,142,300,32,15,4.32,14,2,18,39
E109,Pooja,30-01-2024,7.43,95.12,27,145,306,21,18,4.9,15,1,16,60
E109,Rohit,24-02-2024,7.63,75.09,25,148,233,35,7,4.46,43,15,4,57
E105,Riya,16-01-2024,6.68,70.57,43,151,374,25,13,3.1,57,29,17,42
E100,Neha,12-01-2024,8.89,93.37,67,97,149,33,10,4.77,55,37,17,28
E103,Simran,17-01-2024,8.73,88.29,64,117,383,20,10,4.73,37,5,7,66
E109,Vikram,16-01-2024,8.17,90.99,32,114,217,36,9,3.89,5,44,14,28
E105,Arjun,12-01-2024,7.6,95.14,88,81,234,30,15,4.17,43,6,12,50
E105,Karan,08-01-2024,8.61,94.08,44,77,395,38,7,4.95,24,4,12,51
E110,Ananya,24-03-2024,6.39,98.83,39,107,400,22,15,4.06,14,55,15,61
E111,Amit,03-01-2024,8.37,86.08,85,92,394,30,9,4.81,3,6,19,13
E104,Ananya,16-01-2024,6.37,84.65,64,72,380,24,18,3.17,55,33,12,13
E100,Arjun,30-01-2024,8.38,82.06,66,110,326,36,5,3.38,3,31,19,14
E107,Simran,23-01-2024,6.83,74.61,82,95,330,26,7,3.88,29,48,1,50
E104,Ananya,05-01-2024,8.63,87.18,74,144,334,29,8,4.17,33,12,2,70
E111,Neha,24-03-2024,8.83,78.31,38,111,159,30,9,4.63,26,29,14,64
E111,Simran,05-03-2024,6.45,97.64,54,140,145,22,14,4.98,30,24,18,22
E111,Pooja,30-01-2024,7.39,87.5,72,90,146,39,13,3.78,55,20,12,23
E104,Rohit,21-01-2024,8.94,87.79,45,113,309,29,8,3.09,31,59,4,69
E106,Amit,24-03-2024,7.45,80.65,33,82,202,29,7,4.6,43,58,5,34
E103,Rahul,10-03-2024,8.59,71.56,64,54,289,33,14,4.21,38,20,13,53
E105,Arjun,22-01-2024,7.77,70.95,63,77,286,31,5,3.4,51,27,3,19
E103,Sneha,22-03-2024,7.13,82.7,84,54,307,34,17,3.99,8,47,18,59
E102,Rahul,12-03-2024,6.86,72.54,70,44,288,29,14,4.48,40,57,6,53
E106,Ananya,01-02-2024,6.61,88.21,62,132,408,29,10,4.54,7,19,3,23
E107,Arjun,02-02-2024,8.29,96.43,42,122,348,38,11,4,13,33,1,24
E103,Rohit,16-01-2024,7.16,96.49,75,93,216,20,14,3.61,32,4,6,25
E101,Riya,16-03-2024,7.53,89.77,38,90,135,29,19,4.95,22,17,2,11
E111,Rohit,07-02-2024,7.48,76.34,74,49,398,21,12,4.33,20,59,14,39
E109,Sneha,14-01-2024,7.73,95.89,79,51,254,36,16,3.82,54,38,0,39
E102,Amit,05-02-2024,8.6,96.58,78,157,145,26,5,3.56,11,42,1,40
E100,Rohit,23-01-2024,8.94,75.9,52,43,131,26,16,4.46,56,56,9,29
E107,Karan,06-03-2024,7.22,92.12,38,134,191,39,8,3.48,1,56,15,58
E102,Riya,25-03-2024,8.48,78.6,47,57,252,28,15,3.34,12,10,14,44
E111,Rahul,02-01-2024,8.29,94.08,71,119,225,21,9,4.06,58,53,14,32
E109,Pooja,13-03-2024,7.72,99.92,68,143,339,33,6,3.58,3,16,13,70
E106,Neha,05-03-2024,8.87,70.9,56,75,296,36,5,4.26,19,47,13,64
E109,Karan,15-03-2024,6.6,96.92,45,64,401,20,12,3.24,49,44,5,76
E104,Riya,07-03-2024,6.33,88.68,59,126,252,28,10,4.31,50,21,13,17
E109,Pooja,21-02-2024,8.56,99.2,57,115,141,39,9,3.57,47,36,16,49
E104,Pooja,02-03-2024,7.32,83.95,73,137,388,38,17,3,58,19,17,68
E106,Arjun,23-01-2024,8.54,95.42,41,75,280,23,13,3.25,13,47,19,41
E108,Riya,26-01-2024,8.68,71.87,35,140,226,27,17,4.87,29,59,18,16
E111,Amit,08-03-2024,6.19,80.06,47,106,398,32,15,4.73,28,53,16,11
E104,Ananya,22-03-2024,8.65,72.01,54,48,354,23,17,3.47,7,53,15,15
E100,Sneha,24-02-2024,7.34,99.26,79,100,137,28,15,4.56,11,47,7,45
E109,Sneha,06-01-2024,7.53,94.51,64,92,361,28,6,4.22,40,47,6,41
E109,Rahul,04-02-2024,7.88,95.58,65,57,236,37,14,4.94,37,45,19,54
E100,Rahul,22-01-2024,8.78,98.14,74,82,405,31,16,3.75,25,5,11,51
E101,Sneha,12-02-2024,6.06,72.55,45,74,401,29,12,4.36,49,33,8,62
E105,Rohit,15-01-2024,7.43,81.57,44,102,263,30,15,3.13,1,13,13,18
E108,Amit,26-03-2024,8.06,72.13,84,158,324,26,18,3.79,54,47,19,58
E107,Rohit,29-02-2024,8.17,76.32,25,137,158,28,14,4.93,39,22,0,11
E104,Rohit,12-01-2024,8.08,76.88,42,144,273,25,17,4.08,55,19,9,76
E100,Neha,18-02-2024,6.4,84.07,83,117,295,38,13,3.58,13,12,16,20
E106,Vikram,11-02-2024,6.9,78.06,62,43,360,35,5,3.24,5,46,16,59
E104,Ananya,07-02-2024,7.08,73.03,42,132,253,34,11,4.41,41,43,16,44
E105,Neha,22-03-2024,8.41,75.02,49,80,165,26,12,4.29,39,40,3,24
E106,Arjun,14-02-2024,6.84,74.42,37,84,169,35,7,3.75,30,31,16,40
E102,Vikram,04-02-2024,6.63,99.19,40,89,285,24,18,4.9,16,25,17,71
E111,Vikram,30-01-2024,8.87,92.78,76,118,225,35,8,3.04,24,49,19,37
E109,Riya,28-03-2024,6.03,99.03,42,67,335,20,17,3.61,31,52,1,34
E102,Amit,30-01-2024,8.99,83.19,64,81,265,38,7,4.84,11,13,7,34
E104,Amit,18-03-2024,8.03,78.35,63,119,191,24,11,3.64,48,51,12,10
E105,Vikram,06-01-2024,8.49,93.95,66,115,392,26,13,3.5,12,56,19,68
E108,Rohit,07-03-2024,6.88,79.79,59,155,366,38,7,4.07,18,35,14,78
E111,Riya,20-03-2024,6.04,78.98,70,108,305,24,17,4.65,43,7,19,51
E104,Ananya,07-01-2024,8.21,76.98,61,137,189,36,10,3.21,47,39,8,43
E100,Vikram,21-02-2024,8.5,73.89,26,145,269,27,12,4.89,24,21,2,75
E103,Karan,14-01-2024,8.22,77.69,69,40,365,20,10,4.59,30,21,2,27
E104,Rahul,13-03-2024,6.43,80.66,67,78,381,21,6,3.36,58,15,1,14
E111,Rahul,15-01-2024,8.26,90.22,25,135,145,34,17,4.42,36,26,0,29
E109,Neha,21-01-2024,8.31,71.88,28,129,259,39,11,3.77,24,55,13,75
E109,Arjun,04-02-2024,7.98,76.32,76,56,218,37,6,3.8,15,59,16,71
E104,Simran,06-03-2024,8.3,94.27,50,151,397,30,6,4.57,56,59,12,41
E106,Simran,02-01-2024,8.54,74.41,40,130,170,29,6,4.93,37,9,18,67
E103,Rahul,04-02-2024,7.84,80.28,59,127,270,23,15,3.25,42,24,14,59
E100,Pooja,22-03-2024,6.27,95.94,64,74,223,24,19,3.84,48,30,13,47
E104,Neha,18-03-2024,7.46,74.65,68,85,208,23,5,3.96,57,20,1,64
E106,Simran,20-01-2024,6.23,72.48,39,81,260,32,18,3.75,22,26,6,37
E109,Rahul,22-03-2024,7.22,84.54,36,157,332,32,15,3.73,13,16,16,31
E109,Arjun,10-01-2024,7.22,79.07,47,78,352,37,5,3.1,5,32,17,52
E105,Simran,25-01-2024,6.2,86.9,60,129,302,21,18,4.37,24,30,5,45
E104,Rohit,06-03-2024,7.05,94.11,85,88,370,35,11,3.87,22,49,7,61
E103,Rohit,25-01-2024,6.33,74.11,44,101,128,20,19,3.39,59,41,1,45
E101,Amit,23-02-2024,8.42,87.42,77,77,198,38,17,4.63,42,25,0,37
E103,Amit,02-02-2024,8.84,85.17,60,62,171,28,18,4.61,11,20,15,67
E109,Ananya,05-02-2024,6.22,74.32,25,61,388,22,18,3.97,12,35,6,45
E109,Vikram,14-01-2024,8.87,88.72,57,43,345,26,19,3.6,35,0,10,79
E102,Karan,05-03-2024,7.57,78.21,25,88,170,29,18,4.28,38,3,14,18
E109,Amit,20-03-2024,6.9,84.64,64,98,305,20,16,3.58,33,3,12,30
E100,Simran,23-02-2024,6.23,72.47,33,112,153,29,9,3.47,5,25,1,73
E107,Riya,21-02-2024,7.5,83.79,85,107,410,28,15,4.46,37,3,13,70
E104,Rahul,03-01-2024,8.38,79.19,59,110,349,34,7,3.08,49,48,5,49
E103,Riya,10-02-2024,8.12,94.67,22,126,250,34,5,3.19,51,8,8,65
E107,Arjun,06-01-2024,6.15,71.71,43,41,239,22,15,3.01,39,29,6,13
E106,Amit,25-01-2024,6.22,82.56,38,88,366,24,14,3.31,7,50,17,40
E101,Karan,13-01-2024,7.21,83.75,37,127,311,28,10,3.14,7,44,8,36
E100,Arjun,08-01-2024,6.89,91.75,83,143,329,28,15,4.99,39,3,3,67
E111,Pooja,21-01-2024,6.7,87.23,54,158,222,26,5,3.58,32,4,8,34
E110,Pooja,08-03-2024,6.84,90.02,81,134,252,31,13,3.3,33,44,3,78
E103,Riya,25-01-2024,8.41,93.31,20,150,258,28,6,3.48,43,22,11,79
E107,Vikram,19-03-2024,8.79,95.87,44,70,240,25,5,4.87,14,15,3,14
E111,Neha,08-03-2024,7.22,79.42,64,150,213,21,19,4.04,35,21,19,17
E101,Vikram,14-02-2024,8.72,86.14,68,79,248,28,16,3.73,59,36,13,18
E102,Simran,29-02-2024,6.96,95.2,35,87,210,36,11,4.75,56,7,6,24
E111,Rohit,12-01-2024,7.43,99.68,38,90,211,20,10,3.79,34,47,12,16
E100,Ananya,01-02-2024,6.68,96.69,42,82,182,38,10,3.67,45,32,7,24
E100,Vikram,13-01-2024,7.92,81.14,44,137,148,25,18,3.41,21,54,4,46
E102,Ananya,31-01-2024,8.94,75.85,35,94,329,24,9,3.76,22,59,11,48
E110,Ananya,18-03-2024,7.81,84.68,73,127,131,21,15,3.63,39,37,12,15
E104,Karan,20-01-2024,7.07,92.25,20,88,416,28,8,4.35,44,42,19,66
E111,Amit,18-01-2024,7.94,84.78,61,129,249,33,15,3.58,54,15,13,28
E102,Karan,29-02-2024,6.37,84.5,38,119,412,23,8,4.15,50,4,17,72
E100,Ananya,03-03-2024,8.67,95.15,53,96,292,23,7,3.13,21,15,19,40
E100,Arjun,06-01-2024,7.51,80.84,74,150,327,34,14,3.38,4,6,3,19
E107,Pooja,01-02-2024,7.35,95.79,37,116,143,27,12,3.81,30,50,17,76
E109,Ananya,12-02-2024,7.76,82.2,53,54,218,23,11,4.87,12,0,6,71
E110,Karan,02-01-2024,7.87,79.85,64,66,258,35,13,3.75,27,8,14,12
E111,Arjun,29-02-2024,6.22,83.62,25,107,293,23,5,4.33,57,17,5,27
E111,Karan,23-01-2024,8.05,92.87,40,119,148,35,11,3.51,19,44,15,34
E101,Vikram,23-03-2024,6.73,73.78,89,103,262,31,14,3.25,32,57,19,29
E102,Rahul,31-01-2024,8.14,75.89,67,133,161,35,8,3.12,15,46,7,67
E101,Riya,05-01-2024,8.47,98.54,58,147,418,38,11,3.61,28,2,15,59
E102,Neha,23-03-2024,8.41,75.26,50,69,327,27,17,3.32,22,23,15,19
E106,Rohit,03-02-2024,7.66,87.03,29,75,311,25,16,3.35,23,27,2,30
E100,Karan,10-01-2024,7.56,87.38,49,106,279,29,5,4.52,33,9,16,38
E109,Neha,29-03-2024,6.43,84.69,37,125,183,24,9,3.03,6,8,8,19
E107,Sneha,02-01-2024,8.33,89.34,79,152,362,37,7,4.12,37,12,2,22
E109,Karan,11-01-2024,6.81,76.89,34,125,377,29,9,3.76,36,47,19,56
E109,Rahul,19-02-2024,7.49,86.58,23,153,271,29,8,4.01,3,34,6,32
E109,Neha,31-01-2024,6.85,81.17,82,153,334,26,6,4.13,33,53,17,59
E101,Rohit,25-02-2024,6.4,89.85,59,158,285,37,15,3.63,41,22,11,13
E102,Ananya,19-03-2024,7.89,74.24,28,88,150,20,8,3.59,21,46,18,76
E108,Karan,13-03-2024,6.16,87.13,28,115,351,26,7,4.47,4,16,15,62
E106,Amit,27-03-2024,8.25,75.56,45,94,401,20,17,4.74,49,45,16,11
E103,Riya,23-03-2024,6.95,78.36,23,124,148,34,5,3.39,41,6,19,77
E109,Rahul,09-01-2024,6,76.56,35,95,314,23,16,3.2,22,51,14,74
E104,Simran,21-01-2024,7.53,75.49,34,107,375,39,14,4.8,53,15,0,66
E101,Simran,13-03-2024,6.14,94.77,71,134,400,29,12,3.7,59,52,1,79
E110,Neha,28-01-2024,6.83,78.57,88,83,413,28,19,4.1,14,39,7,16
E107,Rahul,02-03-2024,8.12,97.81,24,70,206,21,9,3.72,30,35,1,28
E103,Arjun,07-01-2024,6.19,99.1,39,97,268,33,8,3.25,58,19,18,53
E108,Rohit,20-03-2024,8.52,87.14,37,126,368,35,14,4.18,8,23,8,72
E104,Riya,16-01-2024,6.01,74.29,21,157,402,20,16,4.05,42,46,8,74
E108,Ananya,04-01-2024,6.74,81.24,32,92,317,21,9,3.41,57,4,12,48
E103,Karan,04-01-2024,8.22,93.93,23,123,163,26,8,3.9,52,44,5,35
E109,Karan,09-02-2024,6.95,81.02,61,118,147,29,7,4.59,24,5,14,53
E104,Simran,17-01-2024,6.31,72.61,80,62,136,39,9,4.18,24,27,18,21
E108,Karan,21-02-2024,7.08,86.7,27,67,246,20,8,3.19,48,58,14,31
E107,Riya,21-02-2024,6.81,95.35,86,55,287,32,19,4.1,20,4,17,23
E102,Amit,05-02-2024,8.53,93.88,82,76,363,20,5,4.41,8,48,6,39
E100,Sneha,07-02-2024,6.94,75.25,28,60,195,24,16,4.59,54,38,10,53
E102,Pooja,19-02-2024,8.37,90.18,30,118,350,35,7,4.26,47,37,7,47
E103,Vikram,03-03-2024,8.68,76.62,61,56,323,34,14,3.31,37,1,5,68
E101,Neha,03-03-2024,7.3,76.55,32,153,367,36,19,4.42,21,42,7,51
E100,Amit,02-03-2024,8.73,96.22,55,76,333,35,14,4.35,42,38,1,61
E106,Ananya,07-01-2024,7.13,77.49,32,116,334,32,12,3.05,22,53,18,72
E107,Simran,27-01-2024,8.89,77.9,31,58,277,30,11,3.82,48,20,15,70
E106,Neha,26-03-2024,6.27,70.02,56,69,188,36,6,3.67,3,39,6,43
E104,Karan,14-01-2024,8.06,96.12,71,84,204,36,5,4.34,28,36,9,48
E111,Rahul,11-03-2024,7.48,93.78,21,57,386,21,7,3.43,14,58,11,50
E100,Ananya,26-03-2024,7.16,88.82,75,117,188,32,9,4.18,0,17,16,46
E106,Neha,05-01-2024,7.9,92.51,79,101,218,33,14,4.83,53,53,6,74
E106,Rohit,24-02-2024,8.11,74.56,42,75,335,30,19,4.6,29,47,7,41
E108,Karan,02-01-2024,6.01,83.75,59,139,280,29,15,4.84,28,45,6,17
E102,Neha,02-03-2024,6.5,80.54,83,123,213,22,16,4.96,19,11,3,27
E108,Rahul,21-01-2024,8.14,72.81,42,91,293,36,5,3.02,32,16,2,54
E100,Rohit,19-03-2024,8,84.58,48,58,284,34,7,4.25,40,36,18,42
E100,Karan,21-01-2024,8.9,97.62,70,148,234,28,7,3.83,43,45,14,14
E103,Sneha,10-01-2024,8.28,71.2,88,83,339,29,9,4.72,35,37,3,45
E108,Amit,27-03-2024,8.85,78.74,50,46,150,27,7,3.5,59,14,8,32
E105,Arjun,27-02-2024,8.11,76.23,69,83,130,32,17,4.96,21,6,12,49
E110,Simran,08-02-2024,6.89,77.14,39,156,249,37,13,4.23,12,13,17,14
E102,Vikram,05-01-2024,6.32,97.25,74,107,224,24,5,4.59,6,49,15,43
E100,Riya,05-03-2024,8.35,84.04,21,73,146,25,8,3.17,7,0,0,33
E103,Simran,13-01-2024,7.93,83.99,44,105,346,36,17,3.37,27,37,3,26
E111,Vikram,25-03-2024,6.14,92.82,32,108,121,30,17,4.52,44,2,17,31
E108,Ananya,30-03-2024,7.08,74.63,89,94,220,39,14,3.04,42,36,7,24
E102,Vikram,25-03-2024,8.87,84.62,86,49,140,35,14,4.63,8,43,19,24
E111,Karan,22-02-2024,7.5,82.9,77,135,177,28,8,3.03,24,30,15,34
E108,Sneha,22-03-2024,7.3,87.91,83,81,299,21,5,4.31,55,42,10,62
E106,Arjun,14-02-2024,7.37,99.99,88,80,139,24,18,3.73,15,12,19,30
E111,Amit,01-02-2024,6.63,93.08,78,116,374,20,6,4.22,9,47,18,75
E103,Amit,05-02-2024,7.11,81.94,79,142,157,23,15,4.39,10,17,18,41
E102,Rahul,21-03-2024,7.11,94.83,81,108,267,23,5,3.68,30,16,17,30
E109,Riya,29-02-2024,6.16,75.12,35,49,144,22,10,3.22,11,16,18,77
E104,Neha,11-01-2024,8.3,70.91,87,49,240,28,7,3.14,59,10,10,53
E104,Sneha,03-03-2024,7.25,76.13,34,141,145,31,11,4.18,30,19,2,75
E102,Neha,21-01-2024,8.47,80.21,74,130,288,29,9,4.04,13,9,7,23
